ecommerce_platform_exists,cart_element_found,price_pattern_found,num_currencies_found,ecommerce_keywords_count,anchor_buy_ratio,num_html_tags,text_to_html_ratio,word_count,anchor_count,avg_price_dom_position,url,label,has_kw_cart,has_kw_00,has_kw_shop,has_kw_accessories,has_kw_shopping,has_kw_2025,has_kw_shipping,has_kw_world,has_kw_news,has_kw_ir,has_kw_products,has_kw_eur,has_kw_brands,has_kw_delivery,has_kw_items,has_kw_resources,has_kw_payment,has_kw_ai,has_kw_live,has_kw_community
0,1,1,2,1,0.052,822,0.044,589,134,218.056,https://candlemania.ie,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
1,1,1,0,0,0.002,2391,0.072,2589,560,-1.0,https://store.inoutcooking.com/pt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0.019,770,0.008,224,52,435.087,https://www.fashion-boots.com,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0.0,1437,0.049,1011,352,866.714,https://ltvaikas.lt/lt,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0.013,1517,0.082,1464,303,48.0,https://www.enzorepublika.cz,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0.038,4169,0.022,3255,477,3030.284,https://petrolindustries.com,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,1,0,1,0.021,1318,0.022,1261,241,276.385,https://www.hotelchocolat.com/u,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,0,1,0.053,645,0.024,573,76,208.0,https://www.bhphotovideo.com,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,0.0,1308,0.022,714,93,-1.0,https://www.borner.pt,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0.012,1692,0.059,988,344,17.0,https://www.fiyo.dk,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,2,0.047,2162,0.02,1007,318,1186.866,https://www.scharlau.com/gb,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,0.017,7036,0.012,3187,661,-1.0,https://wunderlich-adventure.de,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,4,0.009,2510,0.034,2225,323,1743.925,https://brottdog.com/en,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.0,1566,0.031,1764,501,231.15,https://www.gerikatilai.lt,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,4,0.106,8315,0.027,5798,1871,3396.243,https://www.debenhams.com,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,0,0,2,0.009,1465,0.047,2502,113,3.0,https://ielm.us,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,2,0.002,3553,0.05,2075,508,-1.0,https://ortopediaemcasa.pt,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,0,1,0.122,1362,0.035,934,82,-1.0,https://www.zusengus.nl,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,1,1,0,1,0.02,1522,0.012,882,245,993.134,https://www.wearegarcia.com,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,0,2,0.059,2583,0.004,1446,441,924.485,https://www.allparts.com,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
0,1,1,0,3,0.009,1135,0.059,1147,111,610.192,https://www.designcabinet.biz,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0.078,324,0.044,360,51,-1.0,https://www.aqua-nobilis.com/en,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0,0,0.146,880,0.042,693,206,424.889,https://jmcorals.com,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0.034,1997,0.015,893,358,-1.0,https://www.michaelmurphy.ie,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,1,3,0.18,8457,0.028,5363,1091,4198.763,https://www.thecope.ie,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1
1,1,1,1,2,0.06,3239,0.019,3512,251,2286.188,https://zoey-denmark.com,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0
1,1,0,0,0,0.0,498,0.136,692,81,-1.0,https://www.gsmsignalizacija.lt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.0,382,0.069,267,95,-1.0,https://svelitus.lt,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0.048,583,0.057,535,125,-1.0,https://clarumled.com,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,1,0,2,0.156,1866,0.01,1031,205,847.423,https://www.on-vacation.club,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1,1,1,0,0.0,1368,0.047,1237,181,851.154,https://nespresso.lt/lt,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0.0,1373,0.14,1653,333,-1.0,https://www.sidabras925.lt/lt,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0.077,2271,0.02,1761,337,1288.288,https://saintbasics.com,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
1,1,0,0,0,0.015,1065,0.101,1247,196,-1.0,https://balticseeds.lt,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,3,5,0.039,2783,0.016,1663,337,907.35,https://gustavconcept.com,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1,1,1,0,3,0.072,2043,0.05,2489,125,1412.77,https://manakas.com,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
0,1,1,0,0,0.045,661,0.047,675,112,204.3,https://www.internet-homeandgarden.com,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,3,1,0.039,1580,0.025,1449,76,516.522,https://www.pullupcase.com/e,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0.021,1666,0.037,1013,142,46.917,https://www.samsonite.lt/lt,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1,1,0,1,1,0.006,1457,0.038,1070,161,-1.0,https://www.moebel-glanz.de,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,0.038,693,0.046,655,131,217.55,https://www.internet-sportandcasuals.com,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,6,0.085,8621,0.036,6361,541,2990.58,https://www.pamelascott.com,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0
1,1,0,0,0,0.0,889,0.046,611,205,-1.0,https://gilmara.lt,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.0,5359,0.035,2404,551,-1.0,https://www.sonis.lt,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,1,1,2,6,0.027,3202,0.025,2275,256,1319.705,https://whiskyinternationalonline.com,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
1,1,1,0,2,0.024,2953,0.008,1141,543,1919.441,https://www.brandsdemocracy.com,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0.017,373,0.045,318,60,-1.0,https://lacabossedor.com,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0.129,639,0.03,809,70,-1.0,https://contexture.it,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0.052,574,0.097,735,153,136.158,https://www.shoeshop.ie,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0
0,1,0,0,0,0.003,2126,0.05,2459,391,-1.0,https://www.garrafas-e-frascos.pt,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.007,1646,0.041,1586,285,-1.0,https://www.cave-bruant.fr,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,3,0.055,2133,0.058,2301,550,1272.966,https://www.italian-design.nl/en,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0
1,1,1,0,2,0.036,1810,0.072,1891,365,726.894,https://murphylarkin.com,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
1,1,1,2,1,0.035,1915,0.016,847,199,1004.888,https://www.wearwolf.store,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0,1,0,0,0,0.0,9710,0.016,6012,1378,-1.0,https://www.euro.com.pl,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,0.143,70,0.028,99,7,23.143,https://mrfs-store.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,2,1,0.053,1251,0.053,1112,209,627.771,https://shop.parasols.eu,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
1,1,1,0,1,0.0,872,0.008,255,155,503.796,https://stact.de,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0.027,2235,0.023,1120,149,1335.946,https://welcomeyarn.pt,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,1,0,0.005,2573,0.124,2755,1112,-1.0,https://www.kikatoys.com,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,3,0.056,2389,0.02,1979,234,601.429,https://samarali.eu,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
0,1,0,1,0,0.048,265,0.048,268,42,-1.0,https://www.rewinedcandles.eu,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,3,4,0.009,5712,0.024,3232,344,2857.845,https://shop.lagazoi.it,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
1,1,1,2,3,0.04,1686,0.053,1318,251,72.0,https://scorer.es/en,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
1,1,1,3,6,0.013,9457,0.013,4109,1304,4847.056,https://www.meagherspharmacy.ie,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0
1,1,1,0,2,0.065,1090,0.026,811,77,-1.0,https://www.shade-control.com,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,5,0.063,1285,0.055,2041,126,559.833,https://www.prodirectsport.com,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,1,2,5,0.031,4664,0.042,4972,903,3347.208,https://www.newlands.ie,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
0,1,0,0,0,0.015,2438,0.089,3376,537,1242.0,https://www.paradigit.ie,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,1,1,3,0,0.0,2283,0.026,1407,64,-1.0,https://www.hhv.de/shop/e,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,0.046,4387,0.019,3347,305,-1.0,https://www.michaelkors.de,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,1,1,0,0,0.096,7338,0.052,3601,917,5724.533,https://www.enamams.lt,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0.007,1909,0.074,1256,411,-1.0,https://www.ola-bebe.com,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0.001,4499,0.017,1676,1342,3379.307,https://natos.lt/en/inde,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
1,1,0,0,0,0.038,805,0.029,1171,104,-1.0,https://kiki-kiss-kiss.com,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,3,0.137,1900,0.011,836,153,1401.059,https://beanbags.ie,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
1,1,1,1,4,0.139,2551,0.01,1278,101,762.846,https://vitasciences.com,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1,1,1,1,1,0.03,3483,0.058,3959,427,94.615,https://www.littleyou.me,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0
0,1,0,0,0,0.0,4118,0.043,6154,343,-1.0,https://www.altonaer-silberwerkstatt.de,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0.0,259,0.006,126,23,134.154,https://www.bodegaaurrera.com.mx/inici,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,3,0.19,4987,0.034,4003,662,201.091,https://www.newtechstore.eu,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0
0,1,1,1,2,0.006,5667,0.023,6046,542,2929.983,https://www.3dprima.com,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
0,1,1,1,0,0.004,5159,0.15,12570,1071,2631.1,https://www.sport-conrad.com,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1,0,3,2,0.0,4750,0.014,1885,208,-1.0,https://www.getzoo.de,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,1,3,3,0.02,1833,0.017,1286,199,1086.69,https://www.sweatershop.com,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,1,3,3,0.018,1720,0.071,1779,224,493.125,https://www.inishpharmacy.com,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0
1,1,1,0,5,0.179,2356,0.009,1452,184,1104.465,https://foys.ie,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0
1,1,1,1,1,0.088,3667,0.061,4827,443,2985.9,https://hscph.com,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
1,1,1,3,3,0.065,9713,0.013,3905,1084,5966.111,https://skinshop.ie,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1,1,1,3,2,0.113,1080,0.022,1064,186,474.455,https://www.superglamourous.it,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0.0,1899,0.068,1907,279,-1.0,https://www.atlasformen.cz,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,2,0,0.005,1467,0.037,1326,185,-1.0,https://allbursatours.com,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,2,0.098,1418,0.018,803,102,853.885,https://www.divinebugs.com,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0
1,1,1,3,2,0.069,11237,0.059,13141,1352,5898.372,https://kosmart.eu,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
0,1,1,0,0,0.0,2852,0.021,1418,498,-1.0,https://www.party365.se,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0.014,1159,0.01,549,142,-1.0,https://lidiacrochettricot.com,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,3,0.105,3803,0.007,1854,171,248.2,https://johnny-urban.com,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,1,0,1,0.055,3172,0.031,1471,619,2221.383,https://www.kartalyuvasi.eu/en,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1,1,0,0,0.004,3679,0.008,1190,253,-1.0,https://www.polo-motorrad.com/de-de,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0.224,2382,0.023,1157,321,1197.023,https://www.alaskanmaker.fr/en,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
0,1,1,0,2,0.03,696,0.082,869,203,35.667,https://www.vaughanshoes.ie,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
1,1,1,0,2,0.192,737,0.004,156,26,266.288,https://www.gottalive.com,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,3,1,0.031,1904,0.037,2219,293,-1.0,https://lespirant.com,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1,1,1,0,6,0.182,5297,0.069,7601,644,2553.74,https://sunluxroofwindows.co.uk,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
0,1,1,0,0,0.012,1224,0.171,2586,162,498.424,https://www.teqoya.com,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0.007,4850,0.046,4822,980,-1.0,https://hero.lt,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,1,0,0,1,0.032,1510,0.106,2595,216,-1.0,https://www.dosenprofi.com,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,3,3,0.02,1747,0.026,1391,102,820.016,https://germanysolingen.com/en,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0
1,1,1,1,2,0.074,3047,0.013,1757,340,1957.86,https://www.inhealth.ie,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
0,1,1,0,4,0.045,3691,0.014,2064,779,2614.29,https://www.decathlon.co.uk,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0
1,1,0,0,0,0.0,703,0.011,251,30,-1.0,https://www.poweredblinds.dk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,3,2,0.048,2232,0.056,1833,395,-1.0,https://super-shop.com,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0.0,43,0.02,46,1,-1.0,https://www.parduotuvevaikams.lt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,3,0.028,3031,0.06,3242,324,1877.2,https://www.sanct-bernhard.com,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
0,1,1,0,4,0.055,1217,0.055,1898,199,397.683,https://www.fundis-equestrian.com,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0
0,1,0,0,0,0.004,3394,0.01,1546,445,-1.0,https://www.blutsgeschwister.de,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0.036,1291,0.042,653,305,-1.0,https://www.adsport.store,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0
1,1,0,0,1,0.0,582,0.013,186,68,-1.0,https://www.fanthome.com/en,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,3,0.112,4543,0.021,3414,366,1709.302,https://irelandseyeknitwear.com,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0
1,1,1,0,3,0.048,4141,0.042,3490,166,4.667,https://got-bag.com,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,0,0.021,3410,0.046,2631,999,-1.0,https://baitukas.lt,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,0,2,0.063,2355,0.028,2540,380,-1.0,https://www.hunkemoller.se,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,1,1,4,0.0,2232,0.042,2583,231,889.63,https://www.magrabo.com/gb,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
0,1,1,0,2,0.034,4145,0.039,1605,1004,-1.0,https://www.obsession-shop.com/en,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0
0,1,1,0,3,0.175,21354,0.017,8548,1992,3494.429,https://www.barnesandnoble.com,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
0,1,1,0,1,0.049,980,0.028,833,103,123.167,https://www.proportional-dispensers.com,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,0,1,0.126,1266,0.01,622,182,885.308,https://ourstatestore.com,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0,0.0,3641,0.031,2557,268,1414.018,https://www.travelnet.ie,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,0,0.0,2078,0.022,1294,48,925.891,https://www.paninodipino.nl,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,2,0.149,846,0.014,456,114,481.69,https://horkans.ie,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1,1,0,0,1,0.002,6483,0.037,3884,1299,-1.0,https://sportano.hu,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.0,1321,0.039,1319,204,-1.0,https://www.portugal-natura.com/pt,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,2,0.144,950,0.008,491,97,512.648,https://aemster.com,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,1,0,0,1,0.02,2549,0.125,7497,490,-1.0,https://hurtownia-kesi.pl,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0
1,1,0,0,2,0.044,1259,0.017,448,136,-1.0,https://lifestyle-atelier.com/en,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,0,3,0.067,4550,0.04,5693,238,3308.414,https://aarding.org,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0
1,1,0,0,3,0.006,2203,0.041,3844,161,1709.278,https://www.quizclothing.co.uk,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,1,0.134,879,0.029,795,82,275.658,https://juventas-vet.com,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,0,3,0.098,4173,0.017,1947,336,3271.882,https://outdoorfurniture.ie,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
0,1,0,0,0,0.0,2133,0.047,1526,392,-1.0,https://www.pullot-ja-purkit.fi,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0.027,1584,0.201,3524,185,-1.0,https://www.mygretchen.com,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3,0,0.006,843,0.021,402,169,-1.0,https://www.fashionrooms.com,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1,0.0,774,0.032,870,26,19.4,https://rugbloom.com,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0.005,2117,0.049,2121,395,-1.0,https://www.flaskelandet.dk,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0.0,2193,0.054,1553,434,1279.735,https://sokameja.lt,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,0.014,469,0.027,601,72,-1.0,https://fixpart.dk/d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0.018,1042,0.013,1000,168,-1.0,https://www.intersport.cz,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0.006,1470,0.031,992,180,-1.0,https://www.eevi.cz,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,1,0.022,3829,0.027,2570,182,473.0,https://babyelegance.com,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
1,1,1,0,1,0.004,1816,0.01,873,228,1201.948,https://www.futurum.cc,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
1,1,1,0,0,0.0,1278,0.135,1674,235,-1.0,https://www.decotex.lt,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0.013,8211,0.052,5649,1412,4515.08,https://bestbuycyprus.com,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0
0,1,1,2,1,0.045,1376,0.058,1265,290,439.967,https://shop.shakaloha.com/en,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
1,1,1,2,1,0.005,2188,0.034,1483,197,1362.266,https://littlemansrl.com,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,0,0,0.0,1399,0.011,441,47,-1.0,https://www.pramoga.lt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,2,3,0.014,5035,0.018,3042,621,3400.333,https://www.goudacheeseshop.com,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0
1,1,0,0,0,0.033,3234,0.054,4473,392,-1.0,https://www.leglove.dk/shop/frontpage.htm,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0.0,2533,0.056,1650,531,-1.0,https://www.trinkeles.lt,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.046,2317,0.043,3296,218,1811.019,https://www.mistral.com,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0.0,42,0.018,45,1,-1.0,https://www.varle.lt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,3,1,0.024,1916,0.098,2744,371,449.333,https://www.chasubles24.com,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
