ecommerce_platform_exists,cart_element_found,price_pattern_found,num_currencies_found,ecommerce_keywords_count,anchor_buy_ratio,num_html_tags,text_to_html_ratio,word_count,anchor_count,avg_price_dom_position,url,label,has_kw_cart,has_kw_00,has_kw_shop,has_kw_accessories,has_kw_shopping,has_kw_2025,has_kw_shipping,has_kw_world,has_kw_news,has_kw_ir,has_kw_products,has_kw_eur,has_kw_brands,has_kw_delivery,has_kw_items,has_kw_resources,has_kw_payment,has_kw_ai,has_kw_live,has_kw_community
1,1,1,0,4,0.121,4603,0.025,4285,421,2688.775,https://thesupernuts.com,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0
1,1,0,0,1,0.0,669,0.013,262,68,-1.0,https://www.lekue.com/e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,3,1,0.006,1951,0.056,2371,158,997.75,https://merinotraveltech.com/en,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,1,2,0.054,1745,0.014,1332,147,954.513,https://zusenzomer.com,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1,1,1,0,2,0.114,711,0.01,298,70,409.164,https://www.petdiscounters.com,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,1,3,3,0.145,1700,0.039,1348,235,581.77,https://calpabarcelona.com/en,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0
0,1,0,0,2,0.027,2831,0.007,1809,637,-1.0,https://superbalist.com,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0
0,1,1,0,1,0.014,3338,0.021,2392,439,1890.448,https://www.adh-fishing.com,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0
1,1,1,0,0,0.0,2573,0.134,3354,985,870.667,https://www.eripo.lt,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,3,0.174,3448,0.021,1621,402,1942.425,https://www.bright-kitchen.com,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
0,1,0,0,0,0.0,2274,0.023,1855,425,-1.0,https://www.shk-direkt24.de,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,4,0.009,9392,0.025,6774,936,5112.688,https://www.frank1967.com,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1
1,1,1,0,1,0.083,1758,0.029,1270,108,858.63,https://oldestsweetshop.co.uk,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0
0,1,1,0,1,0.0,1465,0.03,1873,103,439.41,https://www.monsieurtshirt.eu,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0
0,1,1,3,2,0.05,850,0.064,703,201,446.7,https://www.swaens.nl/en,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0
0,1,1,0,2,0.011,2701,0.063,3354,706,-1.0,https://www.tinybuddy.eu,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,0,2,0.022,2668,0.023,1310,367,1456.882,https://www.compressport.com/inter/en,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
1,1,1,0,3,0.13,1234,0.009,833,123,677.753,https://www.zulily.com,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0
1,1,1,2,5,0.16,1114,0.024,829,131,-1.0,https://urbanmedley.com,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
0,1,0,0,0,0.0,1958,0.053,1869,587,15.667,https://www.fersay.com,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,5,0.028,4293,0.035,3054,1183,1517.862,https://www.agradi.com,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,1,1,0,0.0,1176,0.019,810,164,-1.0,https://www.tramasmas.pt,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,3,2,0.035,3563,0.013,2557,1028,2210.898,https://www.carraigdonn.com,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1,1,1,0,0,0.0,1055,0.009,520,67,376.0,https://airfloppy.com,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0.009,947,0.045,870,114,-1.0,https://www.litei.de,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.0,957,0.05,609,186,-1.0,https://www.karmenbeauty.lt/lt,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0.0,1467,0.014,991,126,-1.0,https://www.bluewheel.de,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
1,1,1,2,0,0.03,2330,0.03,1916,400,1421.456,https://www.fashionesta.com/en-int,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0
1,1,0,0,1,0.026,1314,0.021,937,151,-1.0,https://rikshifashions.ch,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,0,4,0.248,1586,0.008,842,206,845.094,https://easywalker.com,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,1,1,0,3,0.061,871,0.045,1428,99,304.884,https://www.angeljuicers.eu/en,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0.065,244,0.022,143,31,-1.0,https://www.condor.es/home-2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,2,2,0.026,2929,0.053,2352,379,542.939,https://www.ukswimwear.com,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
0,1,1,4,2,0.043,726,0.036,721,116,341.529,https://www.beachflags.com/en,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0
0,1,1,0,3,0.012,4763,0.02,3160,599,2835.93,https://www.bobshop.com/en,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0
1,1,1,2,2,0.07,2175,0.013,1813,199,1204.639,https://maritamoreno.com,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1,1,1,1,1,0.114,3641,0.031,1909,466,2961.956,https://stylian.net,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,0,0,2,0.024,4718,0.049,4522,638,-1.0,https://www.dille-kamille.com,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
0,1,1,0,2,0.043,3667,0.022,4486,440,1421.364,https://www.pme-legend.com,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
1,1,1,0,0,0.0,2289,0.061,1378,434,-1.0,https://www.tomsona.lt,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0.054,617,0.011,473,56,-1.0,https://www.cleansale24.com,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0
0,1,1,0,1,0.035,1924,0.025,1247,346,898.473,https://www.america-today.com/nl-n,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,1,1,4,0.005,1208,0.037,1464,218,-1.0,https://e-marilyn.eu,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
1,1,0,2,2,0.018,1837,0.044,2308,328,-1.0,https://nezliving.com,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0
1,1,1,0,5,0.1,833,0.02,462,60,366.057,https://floh.com,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0.01,3449,0.024,3214,192,2446.5,https://www.empinio24.de,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.008,3395,0.052,3207,748,-1.0,https://www.lalingeriedesrondes.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,2,0.034,2489,0.033,1750,388,1244.733,https://faitsdarmes.com/en,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,1,1,1,2,0.21,1499,0.04,1004,295,939.619,https://browin.com,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1
1,1,1,0,2,0.109,1343,0.04,1418,202,505.281,https://highlandpharms.com,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0
1,1,0,0,0,0.0,727,0.078,826,113,-1.0,http://www.aloevera.lt,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0.016,3826,0.022,2499,375,2039.499,https://www.idealo.co.uk,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
0,1,1,2,4,0.017,6903,0.021,4197,1072,-1.0,https://www.new-walls.com,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
0,1,1,0,3,0.095,1058,0.033,970,210,546.716,https://www.westminsterflowersandgifts.com,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,1,1,1,0,0.009,5172,0.04,4225,668,3766.551,https://movera.lt,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0.0,8906,0.063,10609,1798,4608.0,https://oliver.lt,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,1,1,0,1,0.006,2382,0.017,1862,173,1139.777,https://www.kabum.com.br,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,2,0.062,2461,0.008,1438,210,1224.51,https://www.suitsuit.com,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,0,0,1,0.1,1804,0.011,616,110,-1.0,https://mioki.lt,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0.005,968,0.07,1365,214,-1.0,https://hollywoodstyle.cz,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0.0,2270,0.029,2069,306,12.0,https://www.masaltos.com/es,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,5,0.024,2191,0.062,2853,334,1182.333,https://www.badgepoint.com/de,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
1,1,1,0,4,0.011,2338,0.024,2044,474,1485.222,https://www.bunzlaucastle.com,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0
1,1,0,2,2,0.052,1692,0.039,846,388,-1.0,https://www.outdoorline.sk/en,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
1,1,1,1,4,0.023,2717,0.059,2527,735,1700.448,https://www.livingandcompany.com/en,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
1,1,1,1,0,0.005,3835,0.028,4110,650,2320.333,https://www.analytics-shop.com,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1,1,1,3,4,0.188,2180,0.013,1313,404,457.677,https://www.fallers.ie,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
0,1,0,0,0,0.0,2128,0.051,2293,393,-1.0,https://www.lahve-a-sklenice.cz,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0.004,1968,0.018,1016,285,674.667,https://hobbyshop.lt,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,4,0.063,2622,0.017,1955,301,1450.83,https://www.petstop.ie,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
1,1,0,0,0,0.002,10907,0.064,9258,1777,-1.0,https://www.lovatieses.lt/lt,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0.018,2336,0.031,1392,281,-1.0,https://dopplerschirme.com/de,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0.0,4072,0.091,3721,1012,2528.51,https://lingrid.lt,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0.0,7238,0.035,4439,668,3752.224,https://www.juta.lt,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,0.168,1567,0.017,979,280,59.2,https://www.barrypackaging.com,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1,1,1,3,4,0.011,2078,0.028,2055,178,1129.711,https://www.sterilamo.com,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1,1,1,0,0,0.041,581,0.022,369,73,247.259,https://cleaned4you.com,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,0,0,0.0,1364,0.048,1041,178,-1.0,https://losdetallesdetuboda.com,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0.0,422,0.037,245,54,-1.0,https://yourselfapparel.com/en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0.0,498,0.103,903,102,-1.0,https://www.avenolife.pl,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.002,3547,0.038,2891,879,1925.8,https://fafrinog.pt,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,4,0.009,9501,0.06,8900,1037,-1.0,https://www.masterfisch.eu/en,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
1,1,1,3,2,0.099,2573,0.015,1488,232,1321.775,https://www.marliesdekkers.com,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
0,1,1,3,1,0.065,1967,0.044,1987,217,801.452,https://www.carrerajeans.com,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
0,1,1,0,0,0.019,814,0.024,680,160,100.062,https://www.officechair-4u.com,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,2,3,0.409,2318,0.084,2407,252,1135.273,https://www.rabbettesfurniture.ie,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0
1,1,1,2,0,0.001,3875,0.054,2789,799,2412.591,https://e-zoo.lt,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,0,3,0.028,2788,0.065,3398,635,1263.013,https://royal-present.com,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1,1,1,0,0,0.01,6486,0.01,2922,1083,4509.726,https://euronics.ie,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
1,1,0,1,3,0.01,1177,0.024,921,301,-1.0,https://www.arredatutto.com,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
1,1,1,3,2,0.005,2702,0.032,2667,196,1308.461,https://studioriviera.de,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,0,0,0.061,899,0.05,936,181,300.984,https://meryancor.com/en,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1,2,0.035,2500,0.015,2227,483,1910.942,https://www.underweardistrict.nl/en,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
1,1,1,0,3,0.047,2369,0.022,3389,149,1147.52,https://tinystories.nl,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0
1,1,1,3,6,0.057,4846,0.029,3710,688,-1.0,https://equizoneonline.com,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0
1,1,1,3,2,0.036,2863,0.037,2842,111,1578.618,https://visio-official.com,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
1,1,0,1,0,0.0,1271,0.023,659,219,85.444,https://www.cutrin.lt/lt,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,2,2,0.061,1553,0.002,681,82,665.219,https://www.filmmakaz.shop,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
0,1,1,0,5,0.077,6675,0.044,5640,1806,4453.295,https://www.qvc.com,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1
0,1,0,0,0,0.0,5407,0.013,2370,403,-1.0,https://www.fuerstenberg-porzellan.com,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,2,0.102,3278,0.009,2031,522,768.714,https://www.shutterfly.com,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0
0,1,0,0,2,0.043,995,0.05,1404,138,-1.0,https://www.freshlabels.com,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1
1,1,1,0,3,0.346,4354,0.059,4719,534,2347.758,https://sandsationalsparkle.com,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,1,0.021,2274,0.015,550,434,-1.0,https://cingomma.com,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0.051,3955,0.021,3457,525,2333.725,https://www.fragrancedirect.co.uk,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
0,1,1,0,5,0.09,9129,0.025,6653,1394,6712.957,https://www.boots.com,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0
1,1,0,3,2,0.01,994,0.052,1902,105,-1.0,https://www.guidomaggi.com,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
1,1,1,0,1,0.084,3013,0.015,2590,344,1654.839,https://blissoma.com,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,0,3,0.091,1521,0.068,2521,187,719.237,https://gamecardshop.com,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,0,0,1,0.001,2367,0.085,2748,670,1025.867,https://avfx.eu,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0.047,764,0.025,525,43,-1.0,https://www.evertonspa.it,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,0.064,1818,0.016,1275,125,791.269,https://shieldapparels.com,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
1,1,1,3,0,0.01,2141,0.05,2041,390,1243.682,https://www.originalmuranoglass.com,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0
1,1,0,3,1,0.025,1486,0.03,1282,281,767.0,https://fussmatten-welt.de,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,0.0,1418,0.025,847,208,-1.0,https://www.partyverhuurzuidplas.nl,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0,8,0.229,5,0,-1.0,https://www.mountainexperience.it/it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,2,0.019,3457,0.063,4580,528,2283.797,https://www.feelgoodcontacts.ie,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
1,1,1,2,0,0.063,3167,0.032,2984,334,1536.601,https://www.freezedriedandco.com,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
0,1,0,0,0,0.007,1187,0.013,554,145,-1.0,https://www.tradera.com,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.009,2779,0.021,1428,212,1486.067,https://knirps.com,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,1,0,0,2,0.0,437,0.088,511,54,-1.0,https://www.eibabo.com/e,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
1,1,1,0,3,0.132,1066,0.088,1589,167,530.267,https://www.beaubags.com,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0
0,0,0,0,0,0.0,43,0.018,45,1,-1.0,https://www.winkelstraat.nl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,3,0.217,4432,0.049,4129,456,2182.893,https://physiosupplies.ie,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
1,1,0,3,2,0.006,7318,0.026,2914,1859,-1.0,https://www.comunelloshop.it,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,5,0.016,1405,0.031,882,122,648.056,https://flammkuchen24.shop,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0
1,1,1,0,1,0.004,1584,0.022,1132,242,314.1,https://www.harrycorry.com,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
0,1,1,3,0,0.102,724,0.052,606,88,69.455,https://www.mpereur.com,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,1,0,4,0.18,2680,0.011,1029,284,1389.049,https://nolofashion.com,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,3,3,0.029,3560,0.015,2509,524,2658.345,https://www.boden.co.uk,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
1,1,0,0,0,0.016,337,0.058,235,63,-1.0,https://dumtakis.lt,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0.0,1872,0.042,1125,188,-1.0,https://computeroutlet.it,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,1,1,1,0,0.063,524,0.021,316,63,319.417,https://eu.directactiongear.com,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
0,1,0,0,1,0.02,687,0.015,275,100,-1.0,https://www.suppastore.com,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
0,1,1,0,0,0.008,3052,0.033,2488,528,1397.455,https://www.lolitamoda.pt,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0.009,9444,0.055,16513,340,-1.0,https://www.kalango.com,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,0,0,0,0.0,1249,0.062,815,210,406.333,https://novafon.com/e,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0.112,1831,0.083,3263,89,12.667,https://www.fledbag.com,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1,1,0,2,0.111,1364,0.019,1218,235,623.401,https://www.magee1866.com/Mobile,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1,1,1,0,0,0.024,1081,0.027,623,123,480.679,https://sveameks.lt,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0.062,1981,0.018,1644,400,1003.928,https://www.thetoyshop.com,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
1,1,1,0,1,0.043,1317,0.012,887,92,852.875,https://eustore.ifixit.com,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
1,1,0,0,1,0.075,1145,0.046,1185,159,-1.0,https://www.addsk.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,3,4,0.056,9199,0.058,8083,522,4738.017,https://www.louiscopeland.com,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0
1,1,1,0,0,0.0,4397,0.055,4963,543,2648.55,https://solingen24.com,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1,1,1,0,0,0.0,3394,0.076,2590,573,-1.0,https://biomed.lt/lt,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,3,3,0.071,4469,0.016,3246,759,1994.892,https://kilkennydesign.com,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
1,1,0,0,0,0.002,2730,0.009,1535,441,880.333,https://alena-home.cz,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0.0,2024,0.061,5176,134,-1.0,https://www.vaterschaftstest24.de,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1,0,2,2,0.052,1928,0.02,1074,233,837.852,https://lt.sportsdirect.com,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0.018,1611,0.031,1470,113,-1.0,https://ikonisch.pt,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,0.015,2008,0.033,1977,341,1321.083,https://www.cherieboutique.it,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,2,0.014,10943,0.038,8483,1439,7134.452,https://www.heals.com,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1
0,1,1,1,1,0.004,1392,0.052,2225,237,867.478,https://www.creoven.eu,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0
1,1,1,0,0,0.014,5143,0.022,2225,361,-1.0,https://www.tartaruguita.pt,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0.014,1536,0.032,1410,286,644.467,https://www.cowboystiefel-shop.com,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,2,0.017,1768,0.04,1658,420,913.341,https://www.merchandisingplaza.com.au,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0
1,1,1,0,0,0.131,1079,0.044,1579,137,543.646,https://steadfastspl.com,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
1,1,1,0,0,0.021,2436,0.076,4767,191,52.5,https://www.lecuine.com,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,4,0.048,6898,0.031,7095,1306,5414.96,https://www.did.ie,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0
0,1,1,0,2,0.165,1140,0.017,729,224,508.704,https://www.bikeworld.ie,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1,1,1,1,3,0.075,3321,0.014,1496,214,1118.265,https://www.michidamato.com,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
